year,budget_type,city_abc,expense_category,division_board,consultants_name,description_of_the_work,expenditure
2022,Operating,Agencies and Corporations,Legal,Toronto Transit Commission,Kevin A. Robins,To provide legal advice and conduct investigations into workplace/human rights related matters.,12048.39
2022,Operating,Agencies and Corporations,Legal,Toronto Transit Commission,Nathaniel BF MA,To provide legal advice and conduct investigations into workplace/human rights related matters.,26946.05
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Public Library Board,Ernst & Young LLP,To provide consulting services for the Facilities Master Plan.,48081.599999999999
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Public Library Board,Lord Cultural Resources,To create a new vision and mandate for the Research & Reference libraries (Toronto Reference Library & North York Central Library) and Special Collections.,119930.27
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Public Library Board,Public Services Health & Safety Association,To provide a risk assessment on Workplace Violence.,5596.8
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Public Library Board,Third Party Public Inc.,To provide third party consultation facilitation services for alternative approaches to safety & security.,69781.919999999998
2023,Operating,Agencies and Corporations,Management / Research & Development,Toronto Public Library Board,Journey to Zero Safety Solutions Inc.,Third party consultant that collected and analyzed noise data re: sorter machine at EL; recommend changes PPE practices and influenced procedural changes,4908.5600000000004
2023,Operating,City Manager,Management / Research & Development,Concept 2 Keys,KPMG LLP,"Consulting services for issues
management function review and the
development of a city-wide performance
measurement framework for
development review.",119243.64
2023,Operating,City Manager,Management / Research & Development,Concept 2 Keys,KPMG LLP,To undertake a Development Application Fee Review.,285202.13
2023,Operating,City Manager,Legal,FIFA World Cup 2026 Secretariat,"Osler, Hoskin & Harcourt, LLP",The negotiation and drafting of commercial and inter-governmental agreements and associated legal advice as required for Toronto's hosting of the 2026 FIFA World Cup Event.,445128.11
2023,Operating,City Manager,Management / Research & Development,Indigenous Affairs Office,Silentdrums Inc.,Research paper on Indigenous governance models that support Indigenous self-determination at municipal government levels.,30528
2023,Operating,City Manager,Management / Research & Development,Intergovernmental and Agency Relations,Ernst & Young LLP,Support to the City Manager for the Long Term Financial Plan,72504
2023,Operating,City Manager,Management / Research & Development,Intergovernmental and Agency Relations,StrategyCorp Inc.,Support to the City Manager for the Long Term Financial Plan.,18303.240000000002
2023,Operating,City Manager,Management / Research & Development,Intergovernmental and Agency Relations,Ernst & Young LLP,"For the revision and update of the Long-Term Financial Plan (LTFP), as requested by Council in February 2022, and to build upon the work undertaken by EY for the City for the Value Based Outcomes Review (VBOR) in 2018, and subsequent work on the 2023 Financial Update and Outlook that Item EX3.2 was adopted with amendment by City Council on March 29, 2023",288988.40000000002
2023,Operating,City Manager,Management / Research & Development,Intergovernmental and Agency Relations,StrategyCorp Inc.,"To support the revision and update of the Long Term Financial Plan, as requested by Council in February 2022 in EX30.1 - 2022 Property Tax Rates and Related Matters, and subsequently the 2023 Financial Update and Outlook that was adopted by Council on March 29, 2023 in EX3.2 - 2023 Financial Update and Outlook.",254400
2023,Operating,City Manager,Management / Research & Development,Intergovernmental and Agency Relations,Ernst & Young LLP,"For building on the work undertaken by EY for the City for the Value Based Outcomes Review (VBOR) in 2018, and subsequent work on the 2023 Financial Update and Outlook that was adopted by Council on March 29, 2023. At this meeting, Council requested a report on Revenue Tool Options.",203520
2023,Operating,City Manager,Management / Research & Development,Intergovernmental and Agency Relations,Korn Ferry,An independent external review of executive compensation at City of Toronto's Agencies and Corporations (A&Cs) and advice on the City's existing Guiding Principles.,140074.67000000001
2023,Operating,City Manager,Management / Research & Development,Intergovernmental and Agency Relations,StrategyCorp Inc.,For the provision of strategic and inter-governmental affairs advice in supporting the Executive Leadership Table (ELT) consisting of the City Managers and CAOs of the GTHA municipalities (Regional Prosperity Alliance (GTHA-RPA) overview).,10029.52
2023,Operating,City Manager,Management / Research & Development,Intergovernmental and Agency Relations,Strategic Counsel,Multiyear Accessibility PU Consultation,35616
2023,Operating,City Manager,Management / Research & Development,People & Equity,Korn Ferry,"Job evaluations for executive roles, development of a compensation plan for the City Manager role, and review of the City’s Executive Compensation Framework which included: 

• assessment of salary ranges to market job evaluations of all roles wage grades 10 and above
• recommendation of salary ranges and role positioning
• development of the opportunity for a Short-Term Incentive (STI) program for wage grades 11 and above

Additionally, Korn Ferry reviewed work completed as part of the recommendation for the Councillor/Mayor Compensation review.",146695.5
2023,Operating,City Manager,Management / Research & Development,People & Equity,Firelight Research Inc,"Working with Firelight to lead community consultations to advance the creation of an Indigenous Data Governance strategic framework in collaboration with urban Indigenous communities in Toronto, Nations and the First Nations, Inuit and Métis (FNIM) Data and Technology Advisory Circle. 

The information gathered from the consultations will be synthesized by Firelight with recommendations which will directly support the development of an Indigenous Data Governance Plan for the City of Toronto.",31411.54
2023,Operating,City Manager,Management / Research & Development,People & Equity,Monumental Projects Inc,"Conducted a research project to identify the best practices of intersectional gender equity inclusion work in the following areas: 

• Glossaries and Definitions used in municipalities across the country;
• The application of an intersectional gender-based analysis in public policy;
• Design and presentation options for intersectional gender-based analysis within the City of Toronto, and
• Training and development methods used to build staff capacity on intersectional gender equity.

As part of their deliverable, Monumental submitted a research report outlining Key Takeaways and an Integrated Timeline that will help create a critical path for the City of Toronto, identify next steps, and act as a roadmap for the future.",26114.67
2023,Operating,City Manager,Creative Communications,People & Equity,This is Distinct,Communications workshop - Persuasive Communication for Influential Leadership,5088
2023,Operating,City Manager,Information Technology,Office of the Chief Information Security Officer (CISO),KPMG LLP,"Consulting services were required to enhance the City's ransomware resilience to minimize the impact of a cyber-attack. The services included gap assessments and recommendations for Risk Management Framework, application security reviews, cyber policy & standard recommendations, ransomware strategy recommendations, etc. Consulting services were required to enhance the City's ransomware resilience to minimize the impact a cyber attack could cause if attackers managed to penetrate the City's technology defenses. The services included gap assessments and recommendations for Risk Management Framework, application security reviews, cyber policy & standard recommendations, ransomware strategy recommendations, etc. 

Note: In 2022, included $20,861 consulting tasks completed by KPMG on Public Key Infrastructure, BCP Policy, and Cloud Framework Development assessments/recommendation reported in 4038 (Professional services) in SAP BCP/DR Review and Policy",396355.2
2023,Operating,Corporate Services,Information Technology,Technology Services,CBCI TELECOM,"To create and review the ModernTO AV design standards/specifications to be used as the guideline designs for implementing meeting rooms of various sizes for ModernTO construction projects; review Court Services AV requirements. Solotech is the City’s blanket contract vendor who provide Audio-Visual (AV) consultation services, including consultation, design and installations.",2671.2
2023,Operating,Corporate Services,Technical,Environment & Climate,Exergy Associates LTD.,"To provide independent third party review of the measurement and verification (M&V) of Energy Service Companies (ESCO) implementation and commissioning activities and to review, comment and approve on the ESCOs report on Energy & GHG emissions Savings realized in the energy retrofit projects.",9963.58
2023,Operating,Corporate Services,Technical,Environment & Climate,Carbon Consulting LLC,"The consultant's deliverables include:
1. Data identification and collection and baseline year determination
2. Methodology development
3. Consumption-based greenhouse gas (GHG) emissions quantification
4. Report #1: Methodology document (including appendices)
5. Report #2: Consumption-Based Emissions Inventory (CBEI) report
6. Report #3: CBEI infographic report
The consultant's CBEI report will include recommendations for improvements to and/or next steps for Toronto's CBEI, recommended CBE targets, and recommended actions to reduce food-related CBE",76320
2023,Operating,Corporate Services,Management / Research & Development,Environment & Climate,Ernst & Young LLP,"Provide documented risk transmission pathways, impacts and impact rankings in an Excel-based framework, as well as documentation of gaps. A list of prioritized adaptation actions to address the top 2 highly impacted areas for each of the 5 services where there are material risks to service delivery. Provide capital and operational costs of climate adaptation and other ESG priorities for the LTFP. A Balance Scorecard tool: a excel-based spreadsheet that enables users to assess individual capital projects and associated operations on their alignment with the City’s Corporate, Strategic and other ESG priorities.",231122.4
2023,Operating,Corporate Services,Management / Research & Development,Environment & Climate,FORESIGHT CLEANTECH ACCELERATOR CENTRE,"To develop an industry roadmap for the growth of the local sustainable transportation sector with recommendations for specific actions by various stakeholders in governments, industry, and academia with a focus on meeting the sustainable transportation goals and targets in the City’s Transform TO Net Zero Strategy.",16159.49
2023,Operating,Corporate Services,Creative Communications,Environment & Climate,SQ Whitetail Design,"To update advertisements for Climate Action Champions program. The consultant designed posters, flyers, and creatives for online ads.",102.53
2023,Operating,Corporate Services,Technical,Corporate Real Estate Management,P1 CONSULTING INC,The consultant will support the functional integration within CREM in two initial areas: (1) a complement assessment of the Transaction Services and Property Management and Lease Administration Service Lines; (2) draft the scope of work for the competitive procurement of a lifecycle asset management framework. (3) Recommend alternative service delivery models as part of the centralization and integrated service delivery review between CreateTO and CREM.,125542.57999999999
2023,Operating,Corporate Services,Technical,Corporate Real Estate Management,IBI Group Professional Service,To provide professional IT network engineering consulting services for Toronto Parking Authority (TPA) Corporate Security Network Upgrade Project.,100085.94
2023,Operating,Corporate Services,Management / Research & Development,Corporate Real Estate Management,Deloitte LLP,"To provide the Corporate Real Estate Management Division and CreateTO with options and considerations of a future state service delivery model and associated implementation roadmap in alignment with the goals of the City-Wide Real Estate transformation, as articulated in item EX25.9 (2017).",34612.51
2023,Operating,Corporate Services,Legal,Corporate Real Estate Management,Davies Ward Phillips & Vineberg LLP,To provide legal advice in connection with the selection of the qualified potential lessees negotiation with stakeholder - Union Station.,122846.76000000001
2023,Operating,Community and Social Services,Management / Research & Development,"Parks, Forestry & Recreation",Robinson Global Management Inc.,Reviewed and evaluate documents for category management and provided edit suggestion or fairness comments/opinion.,4334.97
2023,Operating,Community and Social Services,Technical,Economic Development & Culture,Jay Pitter Placemaking Inc.,"To plan, develop, and execute on the scope of work deliverables contracted as part of the Cultural District Designation Program and Little Jamaica Cultural District Master Plan.",207514.55
2023,Operating,Community and Social Services,Technical,Economic Development & Culture,Delphi,To conduct a study on the development of the green region; articulating the industry strength for the Toronto Region Green Industry Profile Report.,50880
2023,Operating,Community and Social Services,Technical,Economic Development & Culture,McSweeney & Associates Consulting Inc.,To assess the economic potential of market transformations identified in the City's TransformTO net Zero Strategy for Toronto's Green Market Forecasts.,80899.199999999997
2023,Operating,Community and Social Services,Management / Research & Development,Economic Development & Culture,Ramsden and Associates,For the provision of a Merchandise Plan for 2023 season for Toronto History Museum-Fort York.,2650
2023,Operating,Community and Social Services,Management / Research & Development,Economic Development & Culture,Ramsden and Associates,To provide Awakenings Merchandise Advice and Plan services.,2650
2023,Operating,Community and Social Services,Management / Research & Development,Economic Development & Culture,JC Williams Group Ltd,For the provision of Studies on Strategies to address the Economic Impacts of Major Construction on Local Business for a period of 11 months from contract start date.,45267.94
2023,Operating,Community and Social Services,Management / Research & Development,Economic Development & Culture,Method Collective Inc.,For the provision of consulting service of reviewing Cultural Hotspot Program.,24943.919999999998
2023,Operating,Community and Social Services,Management / Research & Development,Economic Development & Culture,Bespoke Cultural Collective,"To facilitate two strategy sessions to Arts, Culture and Services managers of Economic Development & Culture Division .",3052.79
2023,Operating,Community and Social Services,Management / Research & Development,Economic Development & Culture,Brian Trust Marketing & Communications,For the provision of additional work required to complete the Tourism Service Review project.,712.32
2023,Operating,Community and Social Services,Management / Research & Development,Economic Development & Culture,Bespoke Cultural Collective,"To facilitate two strategy sessions to Arts, Culture and Services managers of Economic Development & Culture Division.",2035.2
2023,Operating,Community and Social Services,Management / Research & Development,Economic Development & Culture,Ipsos Limited,"To conduct quantitative research at Nuit Blanche to gauge event awareness, attendance, out of market tourist awareness, tourism impact, event and program experience, audience demographics and public satisfaction.",28879.49
2023,Operating,Community and Social Services,Management / Research & Development,Economic Development & Culture,Ramsden and Associates,To provide retail consulting service to Toronto History Museums-Fort York.,1770
2023,Operating,Community and Social Services,Management / Research & Development,Economic Development & Culture,Canadian Urban Institute,Research and consultation for EDC's Divisional Strategy and Action Plan for Toronto's economy.,167100
2023,Operating,Community and Social Services,Creative Communications,Economic Development & Culture,"Lev, Elianna",For the provision of copy editing for web content for Economic Development & Culture Division.,529.15
2023,Operating,Community and Social Services,Management / Research & Development,"Social Development, Finance & Administration",Blueprint ADE,"To scoped out a plan to monitor, evaluate, and analyse the Youth Development Unit programs using the Youth Outcomes Framework to outline the impact of these programs on the well-being of youth in Toronto and enhance the effectiveness and inclusivity of YDU programs. During the year, Blueprint ADE also provided a report to inform a service plan tailored to address the needs of two-spirited, transgendered, and non-binary youth, and recommendations to improve the Diversity Youth Fellowship Program.

Blueprint also provided consultation services related to the expansion of TO Wards Peace feasibility study and pilot evaluation.",395723
2023,Operating,Community and Social Services,Management / Research & Development,"Social Development, Finance & Administration",There Management Consulting Inc.,To provide consulting services to develop the structure for the new Community Safety and Well-Being Section of SDFA that integrates existing community safety functions from Community Resources and the Executive Director’s office.,106930.68
2023,Operating,Community and Social Services,Management / Research & Development,"Social Development, Finance & Administration",ConveneToronto Inc.,To conduct an independent review of Toronto Community Housing Corporation (TCHC) Community Safety Unit. The first phase of the work involved the development of an in-depth CSU review work plan developed through in-depth interviews with TCHC and City of Toronto staff which defined the scope of work and implementation timeline. The Workplan created also provides details on the key informant and focus group interviews as well as key data sets that will provide the basis for the broader CSU Review analysis process which will be completed in 2024.,103094.97
2023,Operating,Community and Social Services,Management / Research & Development,"Social Development, Finance & Administration",Chanel Grenaway and Associates,"To assist with the development of the Black-Mandated Funding Framework (to address the underinvestment of Black-mandated organizations and groups in response to the Toronto Action Plan to Confront Anti-Black Racism Action 5.1: Increase stable funding to Black community organizations providing essential services to better meet the needs and aspirations of Black Torontonians). This includes engaging with Black communities for consultation and supporting with the reviewing of the Framework for inclusion in the CABR Year 4 Report to council. Adopted recommendations are to enhance the City’s ability to invest in Black-Mandated organizations in a comprehensive and systematic way, while improving monitoring and evaluation outcomes.",5630.72
2023,Operating,Community and Social Services,Creative Communications,"Social Development, Finance & Administration",Publicis Canada,"To develop the 14th Toronto For All campaign to combat hate and discrimination, this time with a focus on Anti-East Asian Racism. A creative campaign was created that meaningfully identified examples of racism and opportunities for allyship, all in an effort to build a more inclusive city. The campaign was shared through bus shelter ads, social media campaigns, posters in City and community agencies and through a launch event.",79342.52
2023,Operating,Community and Social Services,Management / Research & Development,Children's Services,Seneca College of Applied Arts & Technology,"Grant contribution for applied research project titled ""Innovative Approaches to Sociodemographic Data Collection in the Child Care Sector"" through CivicLabTO Partnership",8472.5499999999993
2023,Operating,Community and Social Services,Creative Communications,Public Health,ACI Argyle Communications Inc.,"For the provision of developing a strategic six-month communication plan for TPH to mitigate and manage communications in real time, media relations, social media community management, stakeholder engagement and ad hoc communications support .",3373.34
2023,Operating,Community and Social Services,Management / Research & Development,Seniors Services and Long-Term Care,"3131935 UNITY
HEALTH TORONTO","To provide Clinical Ethicist Services as
an open DPO from date of award until
May 17, 2023, as per RFQ # 20101254
date March 25 2022.",7110
2023,Operating,Community and Social Services,Creative Communications,Seniors Services and Long-Term Care,"3136133 BIRKETT
EDUCATIONAL
CONSULTANT",Black History Month keynote address,356.16
2023,Operating,Community and Social Services,Management / Research & Development,Employment & Social Services,"ZIZYS, TOM","This non-competitive procurement is for expert consulting services to help inform the City's response to City Council adopted recommendation 4 (Agenda Item History - 2021.EC21.2). As the City advances this work and considers its future role in the employment services landscape, an external consultant with specialized skills and competencies is required to help guide City decision makers. This customized support will help the City identify considerations with respect to a potential governance model and internal capacity needs and organizational structure as well as elements of a renewed workforce development (WFD) strategy to best support an enhance and more influential role for the City in the WFD landscape. The above Council recommendation requires intensive collaboration among various City divisions and partners to establish a robust position on the role of municipal government in employment services transformation. This kind of capacity does not currently exist within the City.",25185.600000000002
2023,Operating,Community and Social Services,Management / Research & Development,Employment & Social Services,MNP LLP,"Plan and lead the development of Toronto Employment & Social Services aspirational vision statement and change management plan to guide the planning and implementation of change initiatives impacting the Division's function, way of working, and workplace culture over the next 3-to 5 years .",94636.800000000003
2023,Operating,Development and Growth Services,Technical,Housing Secretariat,LEE HECHT HARRISON KNIGHTSBRID,"For the Provision of Corporate Learning Service Providers for the City of Toronto for the following Component(s): Component A, Category 3 - Leadership and Management Courses for Managers, Supervisors and Senior Professionals, during the period from January 1, 2020 to December 31, 2020 with the option to renew for four (4) additional one (1) year periods, all in accordance with the requirements of the RFP document and the signed Legal",13220.06
2023,Operating,Development and Growth Services,Technical,Housing Secretariat,QUADRANGLE ARCHITECTS LIMITED,For the provision of Consultant/Facilitator Services for Accessible Housing Working Group,32722.2
2023,Operating,Development and Growth Services,Technical,Housing Secretariat,IDEASPACE CONSULTING INC,"For the provision of consultation services to provide a robust communication and engagement program to support the Rapid Housing Initiative/Modular Housing Initiative, all in accordance with Consulting Services Agreement dated March 23, 2021. Charges are for work completed in 2022.",2640.68
2023,Operating,Development and Growth Services,Technical,Housing Secretariat,IDEASPACE CONSULTING INC,"To provide a robust communication and engagement program to support the Rapid Housing Initiative. Includes preparing for and participating in meetings, developing housing program, and planning for sessions",46498.44
2023,Operating,Development and Growth Services,Technical,Housing Secretariat,LGA Architectural Partners Limited,"For the provision of Professional Consulting Services for architectural design review and support services at 1141 Bloor Street West, Toronto for the Housing Secretariat Division, all in accordance with the signed Legal Agreement dated November 8, 2022",81343.87
2023,Operating,Development and Growth Services,Technical,Housing Secretariat,"SIEMIATYCKI, MATTI","Vendor to produce, on behalf of Roundtable, a formal report with a set of recommendations to be included (as an attachment) to the City staff report to Executive Committee (due March 10th). The report will use current 'projects in difficulty' scenarios to demonstrate challenges (including geographic and site specific constraints) and identify possible solutions to ensure project viability. From date of award, all in accordance with the Legal Agreement dated July 20, 2023.
",10176
2023,Operating,Development and Growth Services,Technical,Housing Secretariat,FOCUS CONSULTING INC,"Services advising on development of report to
Council on Generational Transformation of Toronto’s Housing System
(May1 thru Sept 30) - 1900237009",2854.37
2023,Operating,Development and Growth Services,Technical,Housing Secretariat,Stantec Consultants Inc.,"For Master Planning Services for Residential Properties owned by UHN in South Parkdale from date of award to December 31, 2023, all in accordance with the requirements of the Request for Proposal document and the Agreement dated July 26, 2023.",15467.52
2023,Operating,Development and Growth Services,Technical,Housing Secretariat,Beam Group Inc,To review the Homeownership Program under City Council's direction. 2021.PH25.9 and provide recommendations to improve the program - 2022 Accrual  1000012631 /Second Payment 1900054603.,4701.68
2023,Operating,Development and Growth Services,Technical,Housing Secretariat,Beam Group Inc,To review the Homeownership Program under City Council's direction. 2021.PH25.9 and provide recommendations to improve the program - Third Payment 1900237013.,13340.64
2023,Operating,Development and Growth Services,Technical,Housing Secretariat,CANADIAN URBAN INSTITUTE,"For the provision of services including creating a housing-focused decision support and information sharing system for municipalities in the Greater Toronto and Hamilton Region that facilitates the collection and dissemination of housing and related data for use in policymaking and intergovernmental advocacy, from date of award to December 1, 2022, all in accordance with the requirements of the fully executed Consulting Services Agreement dated August 16, 2022 and the Purchase Order.",75000
2023,Operating,Development and Growth Services,Information Technology,Housing Secretariat,Hildich Architect,"For Consulting Architectural Services for the Renovation of
218 Carlton Street to Supportive Indigenous Rental Housing, all in accordance with the requirements of the RFP document.",21975.58
2023,Operating,Development and Growth Services,Management / Research & Development,Housing Secretariat,HOUSING SERVICES CORPORATION,HSC-Participation in SM Service Agreement Bulk Procurement - 1900142510,687.57
2023,Operating,Development and Growth Services,Technical,Toronto Building,LMDG BUILDING CODE CONSULTANTS,"Technical evaluation of the Ontario Building Code requirements for four Building Types/Uses where the public identified challenges with meeting certain prescriptive Code requirements and the City of Toronto has an interest in facilitating their design, approval and construction while meeting Code objectives. These four Building Types/uses include: Garden Suites, Multi Tenant Houses, Flexible Event Spaces, and Tents and Enclosed Patios.",19080
2023,Operating,Development and Growth Services,Technical,City Planning,RWDI,To provide a peer review of Noise Impact Study & Compatibility/Mitigation Study for 351-365 Royal York Road,6258.24
2023,Operating,Development and Growth Services,Technical,City Planning,Airbiz Aviation Strategies Inc,To provide expert advice on federal Runway End Safety Area regulations (RESA) and implications for the Airport Master Plan for the Billy Bishop Toronto City Airport,8475.3799999999992
2023,Operating,Development and Growth Services,Technical,City Planning,Jay Pitter Placemaking Inc.,For the provision of the Little Jamaica Cultural District Master Plan,113499.99999999999
2023,Operating,Development and Growth Services,Legal,City Planning,Diana Birchall,To provide services in expert witness for the Ontario Land Tribunal Hearing for 11-23 Hollis Street,2377.4
2023,Operating,Finance and Treasury Services,Management / Research & Development,Financial Planning,Ernst & Young LLP,For the consulting services to support the work of the Greater Toronto Hamilton Area-Regional Prosperity Alliance by identifying potential procurement opportunities for the GTHA Procurement Members to find potential benefits (cost savings or cost reduction) through collaborating on procurement.,29233
2023,Operating,Finance and Treasury Services,Management / Research & Development,Capital Markets,Aon Hewitt Inc.,To provide strategic advice to the Toronto Investment Board.,115014.23
2023,Operating,Finance and Treasury Services,Technical,"Pension, Payroll & Employee Benefits",Hub International Ontario Ltd.,"To provide services to conduct a comprehensive integrated data analysis of the City's drug, paramedical, short term disability (STD) and long term disability (LTD) claims to identify the true causes and leading indicators for STD/LTD claims; determine clear picture of future cost and risks to plan sustainability; and utilize to develop programs supporting good health and the prevention of STD/LTD claims.  Also includes a Sentiment Survey supporting development and refinement of concise questions (including classification groups and OpenText) to ask non-union employees.",175929.47
2023,Operating,Finance and Treasury Services,Management / Research & Development,"Pension, Payroll & Employee Benefits",Mercer (Canada) Limited,"The provision of subject matter expertise during collective bargaining, review of underwriting methodologies, dependent verification exercise, future marketing of benefit programs, as well as auditing of the benefit carriers on behalf of the City.",661733.42000000004
2023,Operating,Finance and Treasury Services,Management / Research & Development,"Pension, Payroll & Employee Benefits",P1 Consulting Inc,Consulting services provided with respect to a Joint Procurement of an Employee Benefits Program for the Toronto Police Services Board (TPSB) and the Toronto Transit Commission (TTC).,12283.7
2023,Operating,Finance and Treasury Services,Legal,"Pension, Payroll & Employee Benefits","Osler, Hoskin & Harcourt, LLP",To provide in-depth legal advice for five non-Ontario Municipal Employees' Retirement System (OMERS) pension plans merged with OMERS.,58402.11
2023,Operating,Finance and Treasury Services,Management / Research & Development,Revenue Services,Hemson Consulting Ltd.,"Professional Consulting Services for Development Charges, Community Benefit Charges, and Alternative Parkland Dedication Rate for the City of Toronto.",26251.54
2023,Operating,Finance and Treasury Services,Management / Research & Development,Office of the Controller,BDO Canada LLP,For the provision of external financial advisory support to assist City staff with the development of a formalized financial and credit risk management framework for the City of Toronto's Office of the Controller,55255.68
2023,Operating,Infrastructure Services,Technical,Municipal Licensing & Standards,Valcoustics Ltd.,"To update training manual and presentation to account for recent changes to noise by-law. Includes dry run of seminar - ensuring equipment was operational, and prepare and deliver four day training course for Winter session January 23, 24, 26 & 27th",26966.400000000001
2023,Operating,Infrastructure Services,Technical,Municipal Licensing & Standards,What El's Creative,"To provide fire alarm solution proposal, site plan and floor plan for animal and non-animal zones and fire alarm device locations.",1984.32
2023,Operating,Infrastructure Services,Management / Research & Development,Municipal Licensing & Standards,University Of Toronto,To perform a formal emissions study to review data and conduct modelling and provide analysis which ML&S will then use as part of a suite of recommendations. ,10000
2023,Operating,Infrastructure Services,Management / Research & Development,Municipal Licensing & Standards,3133207 THIRD PARTY PUBLIC INC,To perform public opinion research to support staff analysis for Noise Bylaw implementation review,20352
2023,Operating,Infrastructure Services,Management / Research & Development,Municipal Licensing & Standards,Strategic Counsel,To perform public opinion research to support staff analysis for reports submitted to Council.,12160.32
2023,Operating,Infrastructure Services,Management / Research & Development,Municipal Licensing & Standards,Valcoustics Ltd.,Acoustics prepared a report for MLS regarding specific topics related to the amended Noise Bylaw from 2019 and provided expert opinion and technical advice on any proposed changes to the Noise Bylaw,25440
2023,Operating,Infrastructure Services,Management / Research & Development,Transit Expansion Office,Parsons Inc.,To perform a high-level due diligence review of the Metrolinx proposal for the location of Ontario Line (OL) Osgoode Station (at Queen Street and University Avenue).,71682.539999999994
2023,Operating,Infrastructure Services,Technical,Transportation Services,CIMA Canada Inc.,To provide consulting services for traffic signals - left turn phase-studies.,265381.39999999997
2023,Operating,Infrastructure Services,Technical,Transportation Services,CIMA Canada Inc.,To provide consulting service on Toronto - Fatal Vulnerable Road User (VRU) Investigation,110541.90000000001
2023,Operating,Infrastructure Services,Technical,Transportation Services,CIMA Canada Inc.,To provide consulting services for traffic signals - LED signal module conversion.,37467.32
2023,Operating,Infrastructure Services,Technical,Transportation Services,DTAH,"To provide consulting service on Growing Green Streets -funded by 4 divisions (CP, TS, TW, PFR - contract amount $779k)",7706.95
2023,Operating,Infrastructure Services,Technical,Transportation Services,GHD LIMITED,To provide consulting service on management of contaminated land regarding Certificate of Property Use (CPU) inspections,12123.31
2023,Operating,Infrastructure Services,Technical,Transportation Services,GHD LIMITED,To provide consulting service on management of contaminated land regarding Health And Safety Plan (HASP) and Soil and Groundwater Management Plan (SGWMP),16144.220000000001
2023,Operating,Infrastructure Services,Technical,Transportation Services,HDR CORPORATION,To provide consulting services for the winter maintenance contract administration.,29287.8
2023,Operating,Infrastructure Services,Technical,Transportation Services,P1 CONSULTING INC,To provide fairness advisory services to the City of Toronto for a School Crossing Guard Services Procurement.,11250.85
2023,Operating,Infrastructure Services,Technical,Transportation Services,Parsons Inc.,To prepare a school crossing warrant analysis survey with recommendations for warranted locations.,2036.47
2023,Operating,Infrastructure Services,Technical,Transportation Services,Parsons Inc.,To provide consulting service on collision investigations,176549.74000000005
2023,Operating,Infrastructure Services,Technical,Transportation Services,Parsons Inc.,To provide consulting service on parking strategy review,123129.59999999999
2023,Operating,Infrastructure Services,Technical,Transportation Services,Parsons Inc.,To prepare a school crossing warrant analysis survey with recommendations for warranted locations.,155616.46000000002
2023,Operating,Infrastructure Services,Technical,Transportation Services,Parsons Inc.,To provide analysis and evaluation on Right-turn-on-red prohibitions and Raised Crosswalks/Intersections,22967.230000000003
2023,Operating,Infrastructure Services,Technical,Transportation Services,Strategic Counsel,To provide consulting service on navigating City Sidewalks and Streets project,12414.720000000001
2023,Operating,Infrastructure Services,Technical,Transportation Services,Toronto and Region Conservation Authority,To perform the Green streets design review and provide monitoring / inspection services.,61978.96
2023,Operating,Infrastructure Services,Technical,Transportation Services,Watson & Associates Economists Ltd,To provide consulting service on Transportation Services cost recovery and permit fees,84753.11
2023,Operating,Infrastructure Services,Technical,Transportation Services,WSP Canada Inc.,"To perform consulting services in relation to LED Signal Module Conversion – Phase 5, services include field data collection and contract administration services.",46418.329999999994
2023,Operating,Infrastructure Services,Technical,Transportation Services,BlueMetic Environmental Inc.,To perform consulting services to inform next steps in litigation in relation to a contaminated land claim.,145466.66
2023,Operating,Infrastructure Services,Management / Research & Development,Transportation Services,Access Planning Ltd.,To provide consulting service on City-wide parking strategy,250976.94
2023,Operating,Infrastructure Services,Management / Research & Development,Transportation Services,ARCADIS CANADA INC.,To provide project management for capital delivery Improvements project - Category 6,179504.63999999998
2023,Operating,Infrastructure Services,Management / Research & Development,Transportation Services,"MUISE, BETTY",To facilitate Winter maintenance meetings,8979.630000000001
2023,Operating,Infrastructure Services,Management / Research & Development,Transportation Services,Ontario Traffic Council (OTC),To provide consulting service on the Accessibility for Ontarians with Disabilities Act (AODA) for Transportation Guidance Project,2544
2023,Operating,Infrastructure Services,Management / Research & Development,Transportation Services,QUEEN'S UNIVERSITY,"To conduct study on ""Hot Mix Asphalt Project""",120000
2023,Operating,Infrastructure Services,Management / Research & Development,Transportation Services,Sara Luther,To provide consulting service on training and professional development strategy within Transportation Services,48844.800000000003
2023,Operating,Infrastructure Services,Management / Research & Development,Transportation Services,Steer Davies Gleave North America,To perform a scan of revenue streams for the municipality to support the Division's ongoing cost recovery strategy.,6792.48
2023,Operating,Infrastructure Services,Management / Research & Development,Transportation Services,Strategic Counsel,To perform research for the Navigating City Sidewalks and Streets project to support decisions for investments into preventing barriers for people with disabilities.,17197.439999999999
2023,Operating,Infrastructure Services,Management / Research & Development,Transportation Services,UNIVERSITY OF TORONTO,To perform research in support of the City's Automated Vehicles Tactical Plan to managing travel demand which will inform policy that will align zero-occupant vehicle use.,49770
2023,Operating,Infrastructure Services,Management / Research & Development,Transportation Services,UNIVERSITY OF TORONTO,To perform research in support of accessibility initiatives to inform the City's future plans.,24000
